OTU,ID
ASV0158,247849
ASV3520,520046
ASV0695,923105
ASV0227,923105
ASV1455,923105
ASV0761,923105
ASV0706,923105
ASV2417,923105
ASV2121,1068847
ASV1413,1068847
ASV2502,1068847
ASV2474,364538
ASV3417,2087657
ASV2822,4104836
ASV3987,1715188
ASV2268,279699
ASV0905,682857
ASV2945,1080980
ASV1292,916529
ASV5805,586489
ASV0053,586489
ASV3691,576960
ASV2260,960076
ASV2643,960076
ASV0984,960076
ASV1236,960076
ASV0097,960076
ASV0278,960076
ASV1856,960076
ASV6274,960076
ASV2100,869513
ASV3667,1078997
ASV0184,4323205
ASV3697,809993
ASV3352,639485
ASV1598,610107
ASV1340,610107
ASV2110,610107
ASV1544,822517
ASV1576,822517
ASV3140,612465
ASV1423,547764
ASV3850,844589
ASV2123,1087471
ASV1499,1087471
ASV1975,1087471
ASV1313,1087471
ASV2493,1087471
ASV0990,1087471
ASV1082,833372
ASV1597,521558
ASV1779,521558
ASV0318,913174
ASV2144,238864
ASV1978,808597
ASV0481,808597
ASV0831,808597
ASV0727,808597
ASV3302,3506234
ASV0797,511866
ASV0762,773575
ASV0830,773575
ASV2966,773575
ASV4051,576442
ASV1102,580222
ASV2136,461318
ASV1019,4403806
ASV1215,811763
ASV1870,572138
ASV3004,1806896
ASV2034,1072562
ASV2618,1072562
ASV3374,1032692
ASV1493,202454
ASV2867,1087966
ASV3791,365496
ASV0947,796406
ASV3661,239506
ASV2118,1087462
ASV2391,1087462
ASV2513,1087462
ASV1713,1087462
ASV2198,1087462
ASV6033,795328
ASV1725,1025153
ASV2584,141302
ASV0682,347847
ASV0684,347847
ASV0279,347847
ASV0683,347847
ASV2025,1081614
ASV4035,219243
ASV1708,2685346
ASV2372,2685346
ASV1407,891635
ASV1855,247756
ASV1410,302194
ASV3545,1038712
ASV1519,534403
ASV1618,2554
ASV0616,851323
ASV1392,351352
ASV2623,564487
ASV2634,564487
ASV0558,4357413
ASV3116,724988
ASV1325,256657
ASV2638,256657
ASV0823,256657
ASV1079,256657
ASV2398,589277
ASV0529,589277
ASV1534,589277
ASV0659,589277
ASV1100,589277
ASV2768,583388
ASV3232,583388
ASV1673,583388
ASV0599,583388
ASV0690,583388
ASV3502,2394
ASV1622,178478
ASV1909,815167
ASV3888,277106
ASV0472,927623
ASV1667,771050
ASV5364,217732
ASV3967,217732
ASV2453,217732
ASV1483,217732
ASV0018,217732
ASV0057,217732
ASV0870,217732
ASV0126,217732
ASV0364,217732
ASV5504,217732
ASV5301,217732
ASV1073,217732
ASV4436,217732
ASV4425,217732
ASV1349,975335
ASV2622,975335
ASV3274,975335
ASV1365,156012
ASV2394,156012
ASV3148,765455
ASV1404,765455
ASV0777,522959
ASV1084,518584
ASV1104,589071
ASV0942,589071
ASV2191,589071
ASV3230,4298020
ASV3081,747857
ASV1614,747857
ASV0374,253814
ASV1209,253814
ASV3503,4312247
ASV0973,413256
ASV1414,1023806
ASV3549,434004
ASV0189,366311
ASV1924,683674
ASV0434,339084
ASV2274,339084
ASV1341,339084
ASV2989,339084
ASV2696,1104739
ASV2275,211089
ASV2575,985339
ASV3551,134265
ASV3413,567226
ASV1454,676761
ASV3501,168817
ASV3124,540980
ASV0902,781203
ASV2062,290977
ASV1319,1039092
ASV1014,1039092
ASV0358,1039092
ASV0442,302703
ASV0665,302703
ASV0083,302703
ASV1223,302703
ASV1626,572010
ASV1097,572010
ASV1782,745482
ASV1732,142247
ASV1847,545721
ASV1977,288238
ASV2466,962380
ASV3675,512702
ASV1525,2363675
ASV1306,2363675
ASV0897,71577
ASV2104,264229
ASV2616,264229
ASV0333,264229
ASV2709,264229
ASV0159,264229
ASV0509,264229
ASV0450,264229
ASV3382,264229
ASV0582,264229
ASV1256,264229
ASV0487,264229
ASV1038,264229
ASV1494,264229
ASV0877,264229
ASV1080,805856
ASV2769,336950
ASV4936,253550
ASV2116,4461517
ASV0569,799211
ASV0982,799211
ASV1990,575014
ASV2200,1051475
ASV3743,139337
ASV2947,4346564
ASV2512,4346564
ASV1522,40351
ASV2293,2992307
ASV2043,218098
ASV1915,218098
ASV0386,565425
ASV0563,565425
ASV4883,565425
ASV1034,590243
ASV2640,917443
ASV1137,1067488
ASV2572,859512
ASV0112,1931
ASV0287,1107362
ASV0441,362621
ASV3533,1129515
ASV3287,4391549
ASV3060,1065187
ASV2192,4370555
ASV0005,806964
ASV2948,832257
ASV2699,111319
ASV0638,647343
ASV2706,557665
ASV3058,851668
ASV1141,887484
ASV2059,886673
ASV0720,886673
ASV4810,886673
ASV0669,886673
ASV1726,886673
ASV1981,886673
ASV3422,886673
ASV3540,584484
ASV1078,964989
ASV0157,106281
ASV0834,235348
ASV2175,351627
ASV3777,4196062
ASV1744,735569
ASV1276,753792
