OTU,ID
ASV2455,1050608
ASV3537,213370
ASV2122,213370
ASV1433,213370
ASV2268,279699
ASV0483,673019
ASV0583,673019
ASV2100,869513
ASV1842,748537
ASV3113,562115
ASV0507,590450
ASV0909,330294
ASV3140,612465
ASV3989,1108960
ASV4205,1108960
ASV1305,1108960
ASV2179,1108960
ASV2878,1108960
ASV1102,580222
ASV1019,4403806
ASV1850,959160
ASV2001,610433
ASV3606,562206
ASV2584,141302
ASV1297,807851
ASV1425,566216
ASV3108,287781
ASV1151,593437
ASV0107,593437
ASV0280,593437
ASV5241,593437
ASV0999,593437
ASV2923,593437
ASV4939,593437
ASV4899,838066
ASV3075,838066
ASV4818,838066
ASV1213,838066
ASV3154,4383030
ASV3354,4383030
ASV0654,4383030
ASV0417,1111582
ASV0500,1111582
ASV0219,1111582
ASV0089,1111582
ASV1339,1111582
ASV1773,1111582
ASV3500,1111582
ASV2210,4426270
ASV2930,766563
ASV1086,813442
ASV1940,4433032
ASV2575,985339
ASV3413,567226
ASV0687,942823
ASV0335,942823
ASV4936,253550
ASV4251,205602
ASV0311,4409038
ASV1821,1048850
ASV3388,149144
ASV1865,583850
ASV2948,832257
ASV0157,106281
ASV1584,153559
ASV1731,153559
ASV2982,586517
ASV0065,773900
ASV0757,773900
ASV1312,1109080
ASV0058,1109080
ASV1148,1109080
ASV3240,582691
ASV3898,964300
ASV0160,701407
ASV1121,701407
ASV0916,909097
ASV2694,4431673
ASV1468,554415
ASV1242,60649
ASV1664,940662
ASV2633,543327
ASV1417,297968
ASV1869,3038080
ASV1043,3038080
ASV1543,820370
ASV0605,820370
ASV0271,579705
ASV0978,579705
ASV1096,152730
ASV3724,1117507
ASV1231,2400243
ASV3297,220892
ASV1910,695200
ASV1923,830893
ASV2045,830893
ASV0705,1124040
ASV6601,1124040
ASV3130,3207
ASV1972,4294883
ASV0472,927623
ASV1258,589407
ASV1061,812921
ASV3281,812921
ASV4816,583102
ASV0639,516977
ASV0303,516977
ASV0196,516977
ASV0453,516977
ASV0397,516977
ASV1284,516977
ASV0085,555945
ASV1222,1123707
ASV0301,1123707
ASV0296,365621
ASV0241,365621
ASV0721,365621
ASV2197,365621
ASV6361,517116
ASV1106,2398623
ASV3107,688528
ASV1204,1130804
ASV2526,1042278
ASV3995,3326589
ASV0775,849440
ASV0284,237452
ASV0732,4351055
ASV3112,758764
ASV0248,529979
ASV0710,529979
ASV1211,529979
ASV2224,4017244
ASV1743,842506
ASV1661,4428547
ASV1199,242966
ASV1685,103390
ASV1074,848824
ASV2324,4447932
ASV2757,4354194
ASV1003,4432518
ASV1189,212764
ASV0783,774740
ASV0932,207866
ASV1947,356640
ASV2091,1108350
ASV2393,316892
ASV1630,816867
ASV3305,816867
ASV2797,351979
ASV2346,1118618
ASV0584,1038641
ASV1919,1038641
ASV4062,144431
ASV1594,746436
ASV1935,1108289
ASV2288,228207
ASV6456,228207
ASV3237,580695
ASV1613,886061
ASV0367,555423
ASV0184,4323205
ASV2359,553643
ASV2674,279220
ASV1392,351352
ASV2211,576501
ASV1996,576501
ASV2726,576501
ASV1062,576501
ASV0917,576501
ASV2794,91845
ASV6585,91845
ASV5540,91845
ASV6582,91845
ASV4755,91845
ASV0744,575708
ASV3408,760967
ASV0884,1800149
ASV0391,579765
ASV2936,4327501
ASV3352,639485
ASV1359,414943
ASV3585,4375017
ASV1794,194137
ASV2679,4440670
ASV2304,158576
ASV3310,1040889
ASV3919,888396
ASV1995,888396
ASV4737,888396
ASV1368,888396
ASV0965,888396
ASV1105,888396
ASV0372,817734
ASV0600,307462
ASV2522,897411
ASV0188,4295122
ASV0661,1066621
ASV0177,1066621
ASV1203,1066621
